region,year,agegrp,pop_thousands,series
china,1987,15-19,134641.049,estimate
china,1987,20-24,127854.426,estimate
china,1987,25-29,82058.028,estimate
china,1987,30-34,95231.098,estimate
china,1987,35-39,76071.107,estimate
china,1987,40-44,53649.289,estimate
china,1987,45-49,47527.422,estimate
china,1987,5-9,103145.324,estimate
china,1987,50-54,45312.663,estimate
china,1987,55-59,38038.774,estimate
china,1987,60-64,31027.242,estimate
china,1987,65-69,23432.765,estimate
china,1987,70-74,16712.94,estimate
china,1987,75-79,9739.973,estimate
china,1987,80-84,4857.607,estimate
china,1987,85-89,1594.883,estimate
china,1987,90-94,303.454,estimate
china,1987,95-99,23.07,estimate
china,1988,0-4,121104.869,estimate
china,1988,10-14,107019.97,estimate
china,1988,100+,0.871,estimate
china,1988,15-19,134201.696,estimate
china,1988,20-24,128163.969,estimate
china,1988,25-29,88006.781,estimate
china,1988,30-34,95626.772,estimate
china,1988,35-39,81432.661,estimate
china,1988,40-44,56605.465,estimate
china,1988,45-49,47737.193,estimate
china,1988,5-9,105946.257,estimate
china,1988,50-54,45661.343,estimate
china,1988,55-59,39135.957,estimate
china,1988,60-64,31954.326,estimate
china,1988,65-69,24199.19,estimate
china,1988,70-74,17184.236,estimate
china,1988,75-79,10183.867,estimate
china,1988,80-84,5053.634,estimate
china,1988,85-89,1731.869,estimate
china,1988,90-94,332.178,estimate
china,1988,95-99,26.514,estimate
china,1989,0-4,125391.536,estimate
china,1989,10-14,102219.622,estimate
china,1989,100+,0.994,estimate
china,1989,15-19,130915.96,estimate
china,1989,20-24,128632.36,estimate
china,1989,25-29,98330.063,estimate
china,1989,30-34,93018.329,estimate
china,1989,35-39,86001.817,estimate
china,1989,40-44,60211.794,estimate
china,1989,45-49,48317.814,estimate
china,1989,5-9,107603.487,estimate
china,1989,50-54,45579.157,estimate
china,1989,55-59,40330.974,estimate
china,1989,60-64,32744.543,estimate
china,1989,65-69,25154.866,estimate
china,1989,70-74,17565.335,estimate
china,1989,75-79,10717.163,estimate
china,1989,80-84,5291.335,estimate
china,1989,85-89,1870.709,estimate
china,1989,90-94,361.503,estimate
china,1989,95-99,30.354,estimate
china,1990,0-4,129312.212,estimate
china,1990,10-14,100067.167,estimate
china,1990,100+,1.133,estimate
china,1990,15-19,125636.467,estimate
china,1990,20-24,130474.08,estimate
china,1990,25-29,109201.255,estimate
china,1990,30-34,87978.754,estimate
china,1990,35-39,89919.689,estimate
china,1990,40-44,64729.284,estimate
china,1990,45-49,49254.603,estimate
china,1990,5-9,109691.279,estimate
china,1990,50-54,45532.486,estimate
china,1990,55-59,41400.221,estimate
china,1990,60-64,33496.105,estimate
china,1990,65-69,26083.664,estimate
china,1990,70-74,18094.274,estimate
china,1990,75-79,11257.225,estimate
china,1990,80-84,5531.396,estimate
china,1990,85-89,1997.913,estimate
china,1990,90-94,395.417,estimate
china,1990,95-99,34.729,estimate
china,1991,0-4,129563.946,estimate
china,1991,10-14,100068.869,estimate
china,1991,100+,1.302,estimate
china,1991,15-19,119248.383,estimate
china,1991,20-24,132128.591,estimate
china,1991,25-29,120386.205,estimate
china,1991,30-34,82751.872,estimate
china,1991,35-39,92469.806,estimate
china,1991,40-44,69594.543,estimate
china,1991,45-49,50520.784,estimate
china,1991,5-9,112566.259,estimate
china,1991,50-54,45770.666,estimate
china,1991,55-59,42404.446,estimate
china,1991,60-64,34422.543,estimate
china,1991,65-69,26780.119,estimate
china,1991,70-74,18743.387,estimate
china,1991,75-79,11802.025,estimate
china,1991,80-84,5744.716,estimate
china,1991,85-89,2115.06,estimate
china,1991,90-94,437.814,estimate
china,1991,95-99,39.307,estimate
china,1992,0-4,124865.65,estimate
china,1992,10-14,102515.999,estimate
china,1992,100+,1.594,estimate
china,1992,15-19,112814.284,estimate
china,1992,20-24,133635.038,estimate
china,1992,25-29,126650.084,estimate
china,1992,30-34,81132.767,estimate
china,1992,35-39,94109.916,estimate
china,1992,40-44,74948.894,estimate
china,1992,45-49,52546.433,estimate
china,1992,5-9,115761.8,estimate
china,1992,50-54,46068.371,estimate
china,1992,55-59,43264.984,estimate
china,1992,60-64,35395.234,estimate
china,1992,65-69,27491.385,estimate
china,1992,70-74,19392.945,estimate
china,1992,75-79,12344.175,estimate
china,1992,80-84,5994.712,estimate
china,1992,85-89,2224.139,estimate
china,1992,90-94,485.161,estimate
china,1992,95-99,44.565,estimate
china,1993,0-4,118834.658,estimate
china,1993,10-14,105330.966,estimate
china,1993,100+,2.039,estimate
china,1993,15-19,106412.951,estimate
china,1993,20-24,133233.686,estimate
china,1993,25-29,126994.353,estimate
china,1993,30-34,87070.653,estimate
china,1993,35-39,94537.875,estimate
china,1993,40-44,80278.591,estimate
china,1993,45-49,55484.443,estimate
china,1993,5-9,119533.854,estimate
china,1993,50-54,46325.309,estimate
china,1993,55-59,43659.858,estimate
china,1993,60-64,36488.247,estimate
china,1993,65-69,28399.44,estimate
china,1993,70-74,20128.929,estimate
china,1993,75-79,12782.945,estimate
china,1993,80-84,6337.313,estimate
china,1993,85-89,2342.888,estimate
china,1993,90-94,536.99,estimate
china,1993,95-99,51.109,estimate
china,1994,0-4,112226.907,estimate
china,1994,10-14,107000.825,estimate
china,1994,100+,2.566,estimate
china,1994,15-19,101639.632,estimate
china,1994,20-24,129957.069,estimate
china,1994,25-29,127457.015,estimate
china,1994,30-34,97317.309,estimate
china,1994,35-39,91972.246,estimate
china,1994,40-44,84815.692,estimate
china,1994,45-49,59054.725,estimate
china,1994,5-9,123828.833,estimate
china,1994,50-54,46936.803,estimate
china,1994,55-59,43640.371,estimate
china,1994,60-64,37672.904,estimate
china,1994,65-69,29189.048,estimate
china,1994,70-74,21027.446,estimate
china,1994,75-79,13167.219,estimate
china,1994,80-84,6749.323,estimate
china,1994,85-89,2489.027,estimate
china,1994,90-94,589.689,estimate
china,1994,95-99,57.967,estimate
china,1995,0-4,104303.571,estimate
china,1995,10-14,109093.698,estimate
china,1995,100+,3.224,estimate
china,1995,15-19,99501.887,estimate
china,1995,20-24,124683.572,estimate
china,1995,25-29,129257.788,estimate
china,1995,30-34,108079.652,estimate
china,1995,35-39,86978.114,estimate
china,1995,40-44,88697.366,estimate
china,1995,45-49,63521.015,estimate
china,1995,5-9,127759.547,estimate
china,1995,50-54,47892.646,estimate
china,1995,55-59,43653.423,estimate
china,1995,60-64,38743.197,estimate
china,1995,65-69,29952.664,estimate
china,1995,70-74,21917.262,estimate
china,1995,75-79,13679.825,estimate
china,1995,80-84,7173.419,estimate
china,1995,85-89,2643.855,estimate
china,1995,90-94,641.774,estimate
china,1995,95-99,66.723,estimate
china,1996,0-4,98013.975,estimate
china,1996,10-14,111973.638,estimate
china,1996,100+,3.99,estimate
china,1996,15-19,99542.363,estimate
china,1996,20-24,118364.395,estimate
china,1996,25-29,130935.314,estimate
china,1996,30-34,119198.144,estimate
china,1996,35-39,81820.763,estimate
china,1996,40-44,91244.753,estimate
china,1996,45-49,68344.548,estimate
china,1996,5-9,128089.302,estimate
china,1996,50-54,49181.242,estimate
china,1996,55-59,43946.635,estimate
china,1996,60-64,39759.025,estimate
china,1996,65-69,30871.966,estimate
china,1996,70-74,22613.218,estimate
china,1996,75-79,14298.068,estimate
china,1996,80-84,7603.869,estimate
china,1996,85-89,2788.34,estimate
china,1996,90-94,692.746,estimate
china,1996,95-99,77.287,estimate
china,1997,0-4,94444.748,estimate
china,1997,10-14,115169.779,estimate
china,1997,100+,4.747,estimate
china,1997,15-19,102019.061,estimate
china,1997,20-24,112010.361,estimate
china,1997,25-29,132477.441,estimate
china,1997,30-34,125441.477,estimate
china,1997,35-39,80241.421,estimate
china,1997,40-44,92894.555,estimate
china,1997,45-49,73649.616,estimate
china,1997,5-9,123520.086,estimate
china,1997,50-54,51206.214,estimate
china,1997,55-59,44293.541,estimate
china,1997,60-64,40632.956,estimate
china,1997,65-69,31823.021,estimate
china,1997,70-74,23307.56,estimate
china,1997,75-79,14914.865,estimate
china,1997,80-84,8031.422,estimate
china,1997,85-89,2948.184,estimate
china,1997,90-94,738.342,estimate
china,1997,95-99,87.301,estimate
china,1998,0-4,91494.691,estimate
china,1998,10-14,118943.333,estimate
china,1998,100+,5.461,estimate
china,1998,15-19,104860.308,estimate
china,1998,20-24,105699.982,estimate
china,1998,25-29,132128.25,estimate
china,1998,30-34,125810.429,estimate
china,1998,35-39,86155.383,estimate
china,1998,40-44,93342.188,estimate
china,1998,45-49,78932.194,estimate
china,1998,5-9,117612.143,estimate
china,1998,50-54,54110.939,estimate
china,1998,55-59,44598.06,estimate
china,1998,60-64,41068.186,estimate
china,1998,65-69,32887.327,estimate
china,1998,70-74,24164.196,estimate
china,1998,75-79,15588.533,estimate
china,1998,80-84,8396.016,estimate
china,1998,85-89,3158.692,estimate
china,1998,90-94,786.89,estimate
china,1998,95-99,97.303,estimate
china,1999,0-4,88832.006,estimate
china,1999,10-14,123252.706,estimate
china,1999,100+,6.059,estimate
china,1999,15-19,106566.706,estimate
china,1999,20-24,101056.452,estimate
china,1999,25-29,129007.921,estimate
china,1999,30-34,126386.562,estimate
china,1999,35-39,96398.648,estimate
china,1999,40-44,90863.201,estimate
china,1999,45-49,83459.553,estimate
china,1999,5-9,111135.559,estimate
china,1999,50-54,57647.357,estimate
china,1999,55-59,45252.035,estimate
china,1999,60-64,41115.364,estimate
china,1999,65-69,34038.843,estimate
china,1999,70-74,24921.73,estimate
china,1999,75-79,16388.215,estimate
china,1999,80-84,8736.529,estimate
china,1999,85-89,3409.55,estimate
china,1999,90-94,845.393,estimate
china,1999,95-99,106.827,estimate
china,2000,0-4,86921.3,estimate
china,2000,10-14,127199.627,estimate
china,2000,100+,6.619,estimate
china,2000,15-19,108677.79,estimate
china,2000,20-24,98996.139,estimate
china,2000,25-29,123876.871,estimate
china,2000,30-34,128285.041,estimate
china,2000,35-39,107148.191,estimate
china,2000,40-44,85983.933,estimate
china,2000,45-49,87339.069,estimate
china,2000,5-9,103350.889,estimate
china,2000,50-54,62074.797,estimate
china,2000,55-59,46239.637,estimate
china,2000,60-64,41193.031,estimate
china,2000,65-69,35085.73,estimate
china,2000,70-74,25654.798,estimate
china,2000,75-79,17173.442,estimate
china,2000,80-84,9167.103,estimate
china,2000,85-89,3662.35,estimate
china,2000,90-94,904.265,estimate
china,2000,95-99,115.397,estimate
china,2001,0-4,85499.191,estimate
china,2001,10-14,127548.954,estimate
china,2001,100+,7.263,estimate
china,2001,15-19,111562.165,estimate
china,2001,20-24,99050.463,estimate
china,2001,25-29,117635.944,estimate
china,2001,30-34,130000.318,estimate
china,2001,35-39,118207.109,estimate
china,2001,40-44,80911.92,estimate
china,2001,45-49,89877.295,estimate
china,2001,5-9,97165.45,estimate
china,2001,50-54,66845.009,estimate
china,2001,55-59,47539.362,estimate
china,2001,60-64,41535.192,estimate
china,2001,65-69,36070.416,estimate
china,2001,70-74,26500.807,estimate
china,2001,75-79,17782.6,estimate
china,2001,80-84,9657.318,estimate
china,2001,85-89,3912.595,estimate
china,2001,90-94,957.543,estimate
china,2001,95-99,123.774,estimate
china,2002,0-4,84123.045,estimate
china,2002,10-14,123001.767,estimate
china,2002,100+,7.927,estimate
china,2002,15-19,114728.083,estimate
china,2002,20-24,101475.954,estimate
china,2002,25-29,111294.651,estimate
china,2002,30-34,131536.563,estimate
china,2002,35-39,124399.86,estimate
china,2002,40-44,79360.109,estimate
china,2002,45-49,91513.14,estimate
china,2002,5-9,93646.616,estimate
china,2002,50-54,72070.509,estimate
china,2002,55-59,49537.253,estimate
china,2002,60-64,41922.031,estimate
china,2002,65-69,36911.343,estimate
china,2002,70-74,27361.209,estimate
china,2002,75-79,18376.85,estimate
china,2002,80-84,10133.532,estimate
china,2002,85-89,4161.484,estimate
china,2002,90-94,1017.968,estimate
china,2002,95-99,131.272,estimate
china,2003,0-4,83100.328,estimate
china,2003,10-14,117107.39,estimate
china,2003,100+,8.6,estimate
china,2003,15-19,118444.882,estimate
china,2003,20-24,104219.091,estimate
china,2003,25-29,104925.845,estimate
china,2003,30-34,131137.196,estimate
china,2003,35-39,124734.583,estimate
china,2003,40-44,85208.422,estimate
china,2003,45-49,91948.254,estimate
china,2003,5-9,90734.317,estimate
china,2003,50-54,77261.622,estimate
china,2003,55-59,52373.503,estimate
china,2003,60-64,42262.09,estimate
china,2003,65-69,37355.344,estimate
china,2003,70-74,28328.904,estimate
china,2003,75-79,19096.985,estimate
china,2003,80-84,10641.075,estimate
china,2003,85-89,4380.597,estimate
china,2003,90-94,1100.677,estimate
china,2003,95-99,139.7,estimate
china,2004,0-4,82537.476,estimate
china,2004,10-14,110651.512,estimate
china,2004,100+,9.24,estimate
china,2004,15-19,122695.102,estimate
china,2004,20-24,105832.38,estimate
china,2004,25-29,100194.069,estimate
china,2004,30-34,127950.047,estimate
china,2004,35-39,125242.794,estimate
china,2004,40-44,95313.428,estimate
china,2004,45-49,89476.274,estimate
china,2004,5-9,88125.065,estimate
china,2004,50-54,81699.201,estimate
china,2004,55-59,55813.781,estimate
china,2004,60-64,42925.892,estimate
china,2004,65-69,37450.585,estimate
china,2004,70-74,29375.193,estimate
china,2004,75-79,19740.46,estimate
china,2004,80-84,11234.385,estimate
china,2004,85-89,4596.133,estimate
china,2004,90-94,1202.233,estimate
china,2004,95-99,150.862,estimate
china,2005,0-4,81982.452,estimate
china,2005,10-14,102896.864,estimate
china,2005,100+,9.915,estimate
china,2005,15-19,126616.865,estimate
china,2005,20-24,107915.739,estimate
china,2005,25-29,98108.044,estimate
china,2005,30-34,122814.845,estimate
china,2005,35-39,127096.245,estimate
china,2005,40-44,105926.736,estimate
china,2005,45-49,84643.817,estimate
china,2005,5-9,86276.771,estimate
china,2005,50-54,85492.67,estimate
china,2005,55-59,60127.734,estimate
china,2005,60-64,43906.172,estimate
china,2005,65-69,37580.737,estimate
china,2005,70-74,30333.287,estimate
china,2005,75-79,20367.43,estimate
china,2005,80-84,11821.946,estimate
china,2005,85-89,4869.088,estimate
china,2005,90-94,1305.615,estimate
china,2005,95-99,162.993,estimate
china,2006,0-4,81732.001,estimate
china,2006,10-14,96731.971,estimate
china,2006,100+,10.661,estimate
china,2006,15-19,126964.172,estimate
china,2006,20-24,110775.658,estimate
china,2006,25-29,98144.494,estimate
china,2006,30-34,116594.535,estimate
china,2006,35-39,128793.915,estimate
china,2006,40-44,116853.273,estimate
china,2006,45-49,79633.851,estimate
china,2006,5-9,84903.099,estimate
china,2006,50-54,87970.339,estimate
china,2006,55-59,64786.097,estimate
china,2006,60-64,45192.543,estimate
china,2006,65-69,37962.508,estimate
china,2006,70-74,31239.398,estimate
china,2006,75-79,21080.152,estimate
china,2006,80-84,12282.894,estimate
china,2006,85-89,5176.044,estimate
china,2006,90-94,1406.836,estimate
china,2006,95-99,174.069,estimate
china,2007,0-4,82352.744,estimate
china,2007,10-14,93228.477,estimate
china,2007,100+,11.379,estimate
china,2007,15-19,122396.844,estimate
china,2007,20-24,113862.81,estimate
china,2007,25-29,100506.544,estimate
china,2007,30-34,110255.598,estimate
china,2007,35-39,130308.147,estimate
china,2007,40-44,122964.851,estimate
china,2007,45-49,78110.85,estimate
china,2007,5-9,83560.951,estimate
china,2007,50-54,89579.802,estimate
china,2007,55-59,69895.889,estimate
china,2007,60-64,47149.589,estimate
china,2007,65-69,38391.182,estimate
china,2007,70-74,32024.963,estimate
china,2007,75-79,21812.211,estimate
china,2007,80-84,12731.97,estimate
china,2007,85-89,5474.439,estimate
china,2007,90-94,1508.324,estimate
china,2007,95-99,186.559,estimate
china,2008,0-4,83590.471,estimate
china,2008,10-14,90335.474,estimate
china,2008,100+,12.229,estimate
china,2008,15-19,116499.099,estimate
china,2008,20-24,117522.864,estimate
china,2008,25-29,103221.141,estimate
china,2008,30-34,103920.337,estimate
china,2008,35-39,129923.977,estimate
china,2008,40-44,123306.844,estimate
china,2008,45-49,83908.626,estimate
china,2008,5-9,82564.828,estimate
china,2008,50-54,90019.169,estimate
china,2008,55-59,74974.923,estimate
china,2008,60-64,49897.998,estimate
china,2008,65-69,38776.395,estimate
china,2008,70-74,32474.822,estimate
china,2008,75-79,22646.747,estimate
china,2008,80-84,13274.729,estimate
china,2008,85-89,5786.694,estimate
china,2008,90-94,1601.747,estimate
china,2008,95-99,204.76,estimate
china,2009,0-4,85221.341,estimate
china,2009,10-14,87757.028,estimate
china,2009,100+,13.406,estimate
