region,year,stock,head,imm_head,investment,depreciation,writeoff,mig_in,mig_out,revaluation,charge_own,charge_imm,gdppc,net_own,net_total
russia,2036,11530161634866.617,145416766.65814295,0.0,565079084015.978,572914006910.8013,68990309600.1348,0.0,0.0,5144668837.754371,641904316510.936,0.0,28366.993805910806,-76825232494.95801,-76825232494.95801
mena,2036,18020785772081.94,262156183.8841473,0.0,1524940636905.7805,898385933431.0713,284484518716.0928,0.0,0.0,4225692277.950376,1182870452147.164,0.0,28602.160001844866,342070184758.61646,342070184758.61646
ssa,2036,9216676931608.053,703450539.4829968,0.0,858386929833.7767,347149279120.4793,54630470223.58639,0.0,0.0,4390925434.935938,401779749344.0657,0.0,6398.229486727132,456607180489.71106,456607180489.71106
us,2037,38334927332038.46,163634989.03299218,0.0,1734949884932.2778,1983093553742.6904,224902247412.83316,0.0,0.0,10749740370.771572,2207995801155.5234,0.0,73173.64322583453,-473045916223.2456,-473045916223.2456
oecd-ex-us,2037,48049502648610.9,359252118.7272114,0.0,1888048612106.5337,2576247955048.3433,266103861420.3365,0.0,0.0,10636485345.564962,2842351816468.6797,0.0,52225.114427354754,-954303204362.146,-954303204362.146
china,2037,48354339699658.23,681492221.8290504,0.0,1453746015210.638,2584665747292.1826,261889195389.5877,0.0,0.0,19432244523.385796,2846554942681.7705,0.0,33030.42278602598,-1392808927471.1326,-1392808927471.1326
india,2037,21845485133900.395,875778860.3044245,0.0,1718717993511.4424,1067153133401.1697,313316371840.70166,0.0,0.0,211569211117.6169,1380469505241.8713,0.0,13380.086580480644,338248488269.57104,338248488269.57104
latam,2037,14385073020985.812,317164147.727998,0.0,824475568453.3367,710463053446.4973,108291908792.09094,0.0,0.0,4541931643.708994,818754962238.5883,0.0,21679.22158970571,5720606214.748413,5720606214.748413
seasia,2037,15125302269675.904,359975854.0669801,0.0,899757841343.8031,727483386947.9303,109044002137.51935,0.0,0.0,5656962284.870679,836527389085.4497,0.0,19834.92458426673,63230452258.35339,63230452258.35339
russia,2037,11448619719547.34,144902206.31999308,0.0,552631458834.8324,570452954481.6228,68517203624.15784,0.0,0.0,4796783951.665149,638970158105.7806,0.0,29203.599839846298,-86338699270.94824,-86338699270.94824
