region,year,mig_in_head,mig_out_head,mig_in_gross,mig_out_gross,mig_in_years,entrants,entrant_years,stock,head,imm_head,investment,depreciation,writeoff,mig_in,mig_out,revaluation,charge_own,charge_imm,gdppc,net_own,net_total
ssa,2026,0.0,232516.80000000002,0.0,6769548695.522354,0.0,34021391.9,1238732630.6033912,4221208631702.2646,470861500.886395,0.0,740687484291.8561,204369225521.23132,27680185230.44204,0.0,3496990313.655866,4937451688.281502,232049410751.67337,0.0,3706.02193117199,508638073540.18274,505141083226.52686
us,2027,939626.3760938924,0.0,526566506985.8928,0.0,26245593.462076366,3939816.405,149974028.81653655,42628176461118.66,169164247.18987945,1876385.109187996,1980348752765.3276,2138654863190.3975,238807284697.86737,387526815195.3634,0.0,12202017348.81787,2361412926964.9795,16049220923.285183,62923.70303705832,-381064174199.65186,-9586579927.573635
oecd-ex-us,2027,1303460.7014333103,0.0,481342591008.2611,0.0,36978214.98196574,7430199.68,286324777.2116847,56635859373828.555,389164715.52177924,2618449.3561927043,2330570122593.532,2879616158686.26,309864729889.9596,355695300018.3187,0.0,12232333927.23516,3174988941604.402,14491946971.817623,42505.07432557021,-844418819010.8696,-503215465964.3685
china,2027,0.0,173695.19999999998,0.0,35438282386.103645,0.0,14187301.625,559436026.0787112,57640591693501.77,758160397.4491113,0.0,2597118288334.911,2895571000939.776,318324828667.93567,0.0,17029204277.199596,932832539558.2513,3213895829607.7114,0.0,24946.710040432743,-616777541272.8003,-633806745549.9999
india,2027,0.0,1610454.400000001,0.0,109227745831.2134,0.0,34435005.9,1121346805.592781,15941881677789.346,788018985.4590715,0.0,1887754448745.8838,894255898130.5055,216598081158.309,0.0,50694726523.651695,10343194549.809774,1110853979288.8145,0.0,8720.209769160245,776900469457.0693,726205742933.4176
latam,2027,0.0,305146.4,0.0,37044766826.57269,0.0,9611220.370000001,352212685.0952269,13153727719979.97,311493618.61210513,0.0,990663105614.1035,687234668031.9481,101022113208.97815,0.0,17423881481.003693,5226629635.0498495,788256781240.9263,0.0,15286.446916063733,202406324373.17725,184982442892.17355
seasia,2027,0.0,87152.80000000005,0.0,9484367604.870022,0.0,11342058.34,416029685.18038666,13167275109963.78,348027835.58182496,0.0,1075357377027.8331,680920006388.8734,98376095842.45818,0.0,4599550040.333066,6130563284.798106,779296102231.3315,0.0,13784.578329939995,296061274796.5016,291461724756.1685
russia,2027,193460.8881229579,0.0,34903463757.03335,0.0,5346496.283851407,3927923.125,148154944.39176342,11650076787388.36,144038173.38243175,395955.137924616,655098739867.0239,583855829024.5994,68511669725.22187,25617200621.251453,0.0,5219611620.597624,651245861883.5441,1121636866.2771668,21617.743494906772,3852877983.4798584,28348441738.454144
mena,2027,143778.43434983975,0.0,25090626842.26226,0.0,3267110.4698948665,10714849.475,339778898.46162385,13277305577408.396,234077539.49186656,418506.8565309923,1639041010129.5317,745105107844.1036,199462725215.29327,17481946887.245747,0.0,4615158327.632093,942557673958.2842,2010159101.1128569,21823.19412143207,696483336171.2476,711955123957.3804
ssa,2027,0.0,403877.6,0.0,11774860179.915169,0.0,34253354.105000004,1249095039.9923882,4722089954765.23,491818401.47340626,0.0,750397032387.8032,217483416825.16916,30297598442.42661,0.0,6515453561.120903,4780759503.880595,247781015267.59576,0.0,3924.81990741194,502616017120.20746,496100563559.08655
us,2028,977025.4967575283,0.0,547562143986.80994,0.0,27301159.312834095,3874706.005,147516492.60540926,42616587690846.56,170298463.65502828,2842353.5488797086,1954917415438.5579,2140959178755.1821,239757073325.33334,403020732170.9745,0.0,11189334198.858185,2348788930760.7085,31927321319.80716,63881.398876560765,-393871515322.15063,-22778104470.983307
oecd-ex-us,2028,1275223.3710027789,0.0,470919617857.8958,0.0,36188633.062303096,7265640.295,280010090.28224754,56112296702804.47,388287068.2308497,3879883.9903486692,2290288798930.885,2866915274396.764,307117407832.2843,348022088147.6113,0.0,12159124126.46418,3145355803871.696,28676878357.35241,43406.67576409311,-855067004940.811,-535721795150.5521
china,2028,0.0,209984.80000000013,0.0,42849113003.22337,0.0,13654701.65,538562760.5461344,56961132410578.03,751810957.9469737,0.0,2506711336074.716,2875057287790.977,313325202815.00586,0.0,20621633148.10386,22833504755.664795,3188382490605.983,0.0,25680.32047045773,-681671154531.2671,-702292787679.371
india,2028,0.0,1394240.8000000007,0.0,94664636748.60127,0.0,34078019.19,1111124051.8929284,16640334094192.34,796536125.7340932,0.0,1877171919338.1045,913178153603.2665,229353228862.0118,0.0,45241702036.221504,9053581566.37898,1142531382465.2783,0.0,9119.297570303788,734640536872.8262,689398834836.6046
latam,2028,0.0,310893.6,0.0,37755663254.42366,0.0,9445905.684999999,346357663.9202505,13325475388447.568,312084835.28382534,0.0,977525390394.9371,690700076921.8439,102242682606.11267,0.0,17972423276.122616,5137460876.736547,792942759527.9565,0.0,15852.009111984375,184582630866.9806,166610207590.85797
seasia,2028,0.0,77607.2,0.0,8448852454.62479,0.0,11167820.09,409884439.9953312,13443445817098.771,349550798.03408235,0.0,1061755418805.4731,687568985575.8785,99939681023.80824,0.0,4186283721.418215,6110238650.629014,787508666599.6868,0.0,14316.766516730313,274246752205.78638,270060468484.36816
russia,2028,200498.7643973232,0.0,36172410042.11383,0.0,5544547.954436834,3879155.2950000004,146373854.7597682,11676864840993.295,144640141.9848179,594167.5800278153,648453608744.1653,584530315511.2511,68707471988.48881,26553124026.891396,0.0,5019108333.618579,651060283666.7274,2177503833.0126743,22301.31967664412,-2606674922.562134,21768945271.31659
mena,2028,8633.967842370246,0.0,1507886823.1114182,0.0,196338.26149491017,10656666.709999999,338206934.17902446,13939020562224.066,237466246.84078196,419827.5706684869,1633749247273.9226,765817327131.3229,211815747923.938,1050821000.7256732,0.0,4547991596.281886,974644210775.8104,2988864279.45026,22510.072830855686,659105036498.1122,657166993219.3876
ssa,2028,0.0,468655.2000000005,0.0,13681308678.806221,0.0,34470540.54,1258862658.9941654,5214770571179.653,512637385.0840942,0.0,759711905729.8588,230653251762.3658,32877538350.324913,0.0,8042164178.328834,4541664975.584495,263530790112.69073,0.0,4153.888135378867,496181115617.168,488138951438.8392
us,2029,948628.0655410718,0.0,531680257856.48236,0.0,26518857.32253606,3809716.995,145065943.5109613,42565306977635.766,171325430.77982032,3774077.228278537,1929100263281.3145,2143131430168.8315,240540570627.04254,391374540208.1475,0.0,11916484095.632635,2335361475128.0083,48310525667.865715,64853.46001565609,-406261211846.69385,-63197197306.41204
oecd-ex-us,2029,1228056.8172204196,0.0,453506107215.93976,0.0,34861016.09322206,7101744.925,273719990.65843016,55551684199356.65,387201265.6848612,5087325.642736658,2249392321980.9673,2853013450711.3315,304132659852.79034,335180508281.65137,0.0,11960776853.70437,3114700204064.773,42445906499.34832,44323.34507815357,-865307882083.8057,-572573280301.5026
china,2029,0.0,178268.79999999996,0.0,36382822716.6626,0.0,13120570.14,517617802.7468023,56220837001396.21,745017997.5890805,0.0,2415277401334.7407,2852319109113.815,307994590299.2959,0.0,17521677472.214336,22262566368.74623,3160313699413.111,0.0,26429.915961202536,-745036298078.3701,-762557975550.5845
india,2029,0.0,1287874.4000000022,0.0,87531505635.0398,0.0,33711951.31,1116597012.4278421,17495316212066.756,804697424.0523134,0.0,1865648018752.8147,929572806975.745,243463132781.58,0.0,43459931186.79334,205829970065.72223,1173035939757.325,0.0,9532.379329332112,692612078995.4897,649152147808.6964
latam,2029,0.0,297518.40000000026,0.0,36143708413.42047,0.0,9273837.959999999,340245119.7303831,13479509991523.24,312529287.5227665,0.0,963441559075.7806,693796288722.0995,103278271519.01604,0.0,17396074825.72642,5063679066.735688,797074560241.1155,0.0,16433.209741931896,166366998834.66516,148970924008.93875
seasia,2029,0.0,88212.80000000002,0.0,9607141178.728205,0.0,10984926.25,403396690.32454544,13696149345944.13,350886429.733934,0.0,1047156400617.7329,693854963018.4307,101354191108.4649,0.0,4847750186.451249,5604032540.960222,795209154126.8955,0.0,14864.373793171797,251947246490.8374,247099496304.38614
russia,2029,198239.91723850803,0.0,35764159174.636696,0.0,5485670.224494594,3824995.755,144389487.9679401,11695169570560.81,145181003.83514932,788946.8693287172,640826350849.3214,585067442798.1779,68851792691.17177,26258065529.248066,0.0,5139548678.299744,650656559731.7654,3262675757.5842786,23000.90659669084,-9830208882.44397,13165180889.219818
mena,2029,0.0,69878.40000000005,0.0,12213221976.147182,0.0,10586268.98,341231225.52593994,14720614045037.766,240653683.9351501,412195.5539752195,1626440331071.1067,783144127945.8844,225108654139.4912,0.0,6087790017.724402,169493723845.68927,1005310961283.7756,2941820801.599712,23212.963919281494,621129369787.331,612099758968.007
ssa,2029,0.0,453171.9999999999,0.0,13245746593.915018,0.0,34673301.17,1283628224.9557817,5744857095770.978,533603309.9122518,0.0,768635247914.3436,243000732563.4359,36062079880.22275,0.0,8216610022.892411,48730699143.52976,279062812443.6587,0.0,4393.567717593679,489572435470.68494,481355825447.79254
us,2030,955700.8,0.0,535675001405.3148,0.0,26727651.351200834,3745327.8299999996,142637356.14525533,42489248530946.72,171581681.93641388,4706906.755835775,1903157021785.2188,2144197217939.3723,241117176342.64273,394357911460.9689,0.0,11741014346.80087,2321168499477.423,64145894804.59205,65840.10188919432,-418011477692.2041,-87799461035.82727
oecd-ex-us,2030,1212452.0,0.0,447747733932.7424,0.0,34428568.13687356,6939639.63,267497583.17132312,54963922037226.86,385141820.7282636,6272177.251687768,2208272230433.3877,2837717297887.5312,300974415070.11646,330951113040.95154,0.0,11706207353.48985,3083022919078.0264,55668793879.6211,45255.29305182552,-874750688644.6387,-599468369483.3082
china,2030,0.0,167377.20218309082,0.0,34165091494.256737,0.0,12592156.040000001,496890777.3763202,55420604451999.07,737525793.3436564,0.0,2324180751879.855,2827658783373.637,302369806369.5004,0.0,16476910866.929216,22092199333.07748,3130028589743.1377,0.0,27195.727807779884,-805847837863.2827,-822324748730.2119
india,2030,0.0,1195479.5586215048,0.0,81330165844.73567,0.0,33338546.335,1105626732.4717724,18114799037123.56,812343741.6707256,0.0,1853287851215.1255,947352946768.607,254426020753.28107,0.0,41499315372.747894,9473256736.312963,1201778967521.8882,0.0,9959.777508732528,651508883693.2373,610009568320.4894
latam,2030,0.0,289300.1124005239,0.0,35157108579.66116,0.0,9097122.934999999,339120195.18029,13803213579084.334,312726206.82862157,0.0,948632048505.5082,694888972432.6427,106092106950.81839,0.0,17331304297.83346,193383922736.87515,800981079383.461,0.0,17030.323695723804,147650969122.04712,130319664824.21365
seasia,2030,0.0,60373.45650625323,0.0,6577695482.919373,0.0,10796259.07,402636443.8950853,14107127973355.73,351977463.38961303,0.0,1031835470938.9207,697818060741.724,104593194956.22556,0.0,3411762681.09677,184966174851.72394,802411255697.9496,0.0,15427.68486150673,229424215240.97107,226012452559.8743
russia,2030,187987.19999999998,0.0,33913848727.930374,0.0,5316659.418936347,3767029.315,144482805.5092235,11870871874380.49,145343097.91269484,972241.6800697044,632479924845.8168,583694246788.6722,70750337511.5393,25044580428.72636,0.0,172622382845.3493,650167107935.8604,4277476364.351492,23716.746981368073,-17687183090.04358,3079920974.3312893
mena,2030,0.0,180434.77114826854,0.0,31559166352.707462,0.0,10506264.885,338920230.397004,15289583776946.926,243505135.93309948,404193.77726851054,1617508650031.495,801356044233.7208,235644490256.3604,0.0,16091289306.685513,4552905674.434687,1034133331653.2614,2867202836.8199577,23932.10930710392,583375318378.2338,564416826234.7283
ssa,2030,0.0,463174.8991403585,0.0,13554122542.137995,0.0,34862209.765,1292512518.2963228,6222883635508.945,554644905.2290612,0.0,777175681265.7439,256276814949.30554,38586165831.0717,0.0,8734473840.67923,4448313093.282363,294862980780.37726,0.0,4644.205249223411,482312700485.36664,473578226644.6874
us,2031,963088.2615957976,0.0,539844179557.54395,0.0,27563117.923062496,3681945.8549999995,142592645.19926238,43066776848010.92,171780148.8068499,5640791.75546632,1877313887009.0369,2138862270041.9517,247878457323.3462,399866755181.9009,0.0,687088402238.5615,2307778580987.693,78962146377.60493,66841.54316421963,-430464693978.656,-109560085174.36006
oecd-ex-us,2031,1175343.111452423,0.0,434047926329.83746,0.0,34155777.61264663,6780362.05,265772021.79601887,55275462706896.8,382902299.7098933,7412558.008150433,2167297033557.5488,2815657567753.6323,306019453317.02765,322775004237.50006,0.0,943145652945.5852,3053935765053.086,67741256017.5746,46202.73363074432,-886638731495.5371,-631604983275.6117
china,2031,0.0,187599.19999999992,0.0,38298746022.607735,0.0,12075804.309999999,476629214.7479106,54561181307699.875,742013378.9455715,0.0,2234631301907.4277,2800992810225.679,296467561638.1774,0.0,18196659391.68635,21602585048.910454,3097460371863.8564,0.0,27977.989736417916,-862829069956.4287,-881025729348.1151
india,2031,0.0,1164640.8000000005,0.0,79304869846.53271,0.0,32959516.785000004,1094372571.8547566,18693186880876.875,819557075.0179472,0.0,1840196336923.1226,964593784773.8461,264534667783.29425,0.0,41489862468.33231,8809821855.667286,1229128452557.1404,0.0,10401.817343343451,611067884365.9822,569578021897.6499
latam,2031,0.0,280084.0000000001,0.0,34048335873.93543,0.0,8917639.84,332624786.9649171,13920744363903.725,312768268.6718389,0.0,933296929015.3269,697222563014.8442,106767557491.56648,0.0,16955918427.29835,5179894737.777829,803990120506.4108,0.0,17643.627903711116,129306808508.91614,112350890081.61778
seasia,2031,0.0,65474.39999999993,0.0,7136131823.778794,0.0,10604280.73,395705721.0448232,14316446286877.592,352880839.09395695,0.0,1016030449079.8499,703198814388.2745,105679514792.13107,0.0,3752883403.0480824,5919077025.465436,808878329180.4056,0.0,16006.98649853841,207152119899.4442,203399236496.39612
russia,2031,164579.82695177852,0.0,29690530703.056515,0.0,4657675.011126094,3706620.12,142225086.28170803,11867066799721.219,145423204.3370991,1130876.443602306,623642633556.8069,583761847703.887,70790474841.09995,21929530489.765976,0.0,5175083839.1392975,649277079049.2677,5275243495.719056,24449.08579715517,-25634445492.460815,-8980158498.413895
mena,2031,0.0,187007.20000000016,0.0,32731901805.840446,0.0,10418909.125,336364733.55984277,15820641254543.246,246221926.45504922,396170.4675135348,1607297758699.9949,818479181905.4768,245326255217.87662,0.0,17006612026.823776,4571768046.50348,1061009376700.6226,2796060422.730652,24667.753166027112,546288381999.3723,526485709549.8179
ssa,2031,0.0,418205.60000000027,0.0,12251961334.445473,0.0,35038125.545,1300882048.8855164,6693680385827.07,575825608.8549912,0.0,785348796453.9418,269682584821.90585,41082240013.01211,0.0,8136798290.773835,4349576989.872996,310764824834.91797,0.0,4906.152742525057,474583971619.0238,466447173328.24994
us,2032,971726.8687152774,0.0,544712921729.637,0.0,27822058.641508862,3619911.7350000003,140215849.07922313,42948548644307.32,171928194.6633163,6581196.2719217725,1851764981285.303,2138766575319.8372,246810336513.51053,403516837747.75464,0.0,12066889096.693712,2292303194376.125,93273717457.222,67858.00578844365,-440538213090.822,-130295092800.28938
oecd-ex-us,2032,1175099.1158853557,0.0,433962019106.7688,0.0,34159246.95601283,6624827.04,259705250.32372072,54637554356157.88,380529608.954835,8550942.837057505,2126800152403.076,2798260136659.632,301384772625.94434,322736831298.8501,0.0,12199574844.732655,3020704702479.962,78940206805.61407,47165.883974343735,-893904550076.886,-650107925583.6499
china,2032,0.0,181896.00000000003,0.0,37139662206.0026,0.0,11576682.485,457036169.48003095,53649588738377.17,733634784.3553796,0.0,2147630847207.5024,2772235755240.1543,290302141446.0888,0.0,17639669690.833897,20954149846.888973,3062537896686.243,0.0,28776.937962116455,-914907049478.7407,-932546719169.5746
india,2032,0.0,1160860.7999999998,0.0,79116651238.26888,0.0,32576512.29,1082950102.858701,19231317063765.348,826314892.2212219,0.0,1826476297134.4978,981174944166.1978,273780608986.21954,0.0,42337255762.83244,8946694669.224602,1254955553152.4172,0.0,10858.826810265658,571520743982.0806,529183488219.2481
latam,2032,0.0,272629.6,0.0,33152881681.25885,0.0,8737044.03,326073639.1870442,14020205966089.17,312653149.7824852,0.0,917615527990.163,699185864390.5625,107274753005.16446,0.0,16660046196.357662,4966737787.372145,806460617395.7269,0.0,18273.401366102265,111154910594.43604,94494864398.07837
seasia,2032,0.0,65012.8,0.0,7088469086.085288,0.0,10411062.825,388720043.12452966,14503817662471.879,353601991.7049531,0.0,999943962791.0364,708126917474.6721,106600276368.94638,0.0,3771012669.7035995,5925619316.5791025,814727193843.6185,0.0,16602.567574975026,185216768947.41785,181445756277.71423
russia,2032,194255.61539936706,0.0,35043552231.3348,0.0,5501084.680656046,3644922.8899999997,139916335.82026097,11858469718163.557,145474192.97261304,1318888.750107314,614509471619.297,583495601265.0725,70671305185.6286,25887741795.03575,0.0,5172611478.700779,648114383028.3022,6052523422.398848,25198.170303876817,-33604911409.00525,-13769693036.368345
mena,2032,0.0,205609.59999999998,0.0,36012569777.25015,0.0,10326113.28,333621987.6261696,16313310004252.082,248793195.49401844,392231.7421685295,1596101254531.5781,834951327969.5216,253931170096.23236,0.0,19004518418.949593,4454511661.965561,1086512136672.0757,2370361393.678208,25420.141972649904,509589117859.50244,488214238046.87463
ssa,2032,0.0,455072.80000000034,0.0,13346413574.364855,0.0,35202107.38,1308799046.4661949,7155403719499.554,597046276.5175556,0.0,793175353379.5757,283241517231.3487,43555309896.29762,0.0,9076047775.434948,4420855195.991683,326796827127.6463,0.0,5179.767549924288,466378526251.9294,457302478476.49445
us,2033,975138.6402703305,0.0,546650016531.51416,0.0,27931279.588698767,3559504.0700000003,137901065.30567178,42808216396313.64,172022017.31409174,7522467.92495326,1826674010189.3342,2138187011688.0532,245712195328.88434,404994949372.6181,0.0,11897999461.32075,2276117398062.958,107781808953.97888,68889.71503944589,-449443387873.6238,-152230247454.98456
oecd-ex-us,2033,1161742.8590142452,0.0,429033763706.91455,0.0,33781115.65943138,6473803.4,253813185.87347105,53978785027302.78,378015096.6276457,9673663.345315034,2087071235137.6584,2780005234458.4053,296743814506.29297,319096334144.77386,0.0,11812150827.18766,2986532969448.0254,90216079516.67209,48144.96450873834,-899461734310.367,-670581479682.2651
china,2033,0.0,182886.40000000005,0.0,37347051615.41641,0.0,11098705.025,438266796.3901675,52690640331683.0,724845208.3913202,0.0,2063955574388.2244,2741569439727.6167,283913342228.32684,0.0,17717163739.95143,20295964613.511097,3025482781955.9434,0.0,29592.811247434103,-961527207567.719,-979244371307.6704
india,2033,0.0,1124547.1999999997,0.0,76701983224.62985,0.0,32191077.805,1071374918.6753715,19731449917422.54,843469695.3043213,0.0,1812225918063.5408,997057362725.2928,282196246146.62054,0.0,41419568309.02871,8580112774.595913,1279253608871.9133,0.0,11331.136601512213,532972309191.62744,491552740882.59875
latam,2033,0.0,264243.20000000007,0.0,32143317320.76302,0.0,8556772.98,319525002.18800765,14102210721290.062,312383118.5589026,0.0,901746461684.7191,700765966101.9194,107614060442.99648,0.0,16282128627.37664,4920448688.46491,808380026544.9159,0.0,18919.925184693802,93366435139.80322,77084306512.42657
seasia,2033,0.0,72534.40000000004,0.0,7911496744.909084,0.0,10218320.6,381747118.28484666,14669396390591.129,354134715.63190854,0.0,983746136057.0542,712611717724.2048,107358599343.7654,0.0,4248975193.096579,6051884323.26413,819970317067.9702,0.0,17214.719077399044,163775818989.08398,159526843795.9874
russia,2033,192428.90071542474,0.0,34713515419.284836,0.0,5452896.715339547,3582897.56,137593312.12006754,11840858649932.762,145464079.4471685,1504478.2931555973,605244111241.089,583143204131.8739,70529751333.10205,25648340709.55064,0.0,5169435283.549602,646672940822.0332,7000014642.94272,25964.250109372333,-41428829580.944214,-22780503514.336296
mena,2033,0.0,215314.4000000001,0.0,37737435596.83851,0.0,10229469.17,330743178.9746352,16768906855054.932,251224722.5599052,390286.99214614596,1584165681127.5122,850725282639.8533,262011264292.8186,0.0,20169666431.94203,4337383039.939102,1110572383489.7546,2164163442.9174113,26189.52456350803,473593297637.75757,451259467762.89813
ssa,2033,0.0,469784.80000000005,0.0,13792121247.881533,0.0,35355278.595,1316297070.257871,7608067704211.544,618314508.1086632,0.0,800678291944.8597,296884808003.31134,45992999888.8611,0.0,9554074932.45978,4417575591.760491,342877807892.1724,0.0,5465.412286013566,457800484052.6873,448246409120.22754
us,2034,998238.917482507,0.0,559623032244.026,0.0,28604563.33891907,3500943.65,135656932.7327856,42655193904043.62,172083056.92917013,8483965.678436533,1802175834056.3823,2137055581261.7793,244539545778.19095,414649656833.0581,0.0,11747143880.473858,2259246392068.48,122348734971.4907,69936.8995746124,-457070558012.09766,-164769636150.53027
oecd-ex-us,2034,1158484.1163296741,0.0,427834522528.8958,0.0,33695858.18051575,6327901.34,248118369.78308675,53303537082654.125,375373593.3883284,10790113.467150208,2048350854924.2144,2760788457346.3564,292128291133.7568,318227494313.06616,0.0,11090454594.161024,2951469750267.249,101446998212.8641,49140.198980262394,-903118895343.0347,-686338399242.8326
china,2034,0.0,163124.79999999993,0.0,33316098488.855423,0.0,10644580.11,420437176.36201686,51693393567826.7,715691543.519801,0.0,1984161463961.0872,2709048759809.529,277299497333.80115,0.0,15774226192.435831,20714255518.344284,2986348257143.33,0.0,30425.850962392054,-1002186793182.2429,-1017961019374.6787
india,2034,0.0,1209115.2,0.0,82535307751.3702,0.0,31804615.645,1059728956.3969891,20190151431181.29,849294242.4853104,0.0,1797536387535.7332,1012311924816.6315,289824587040.81525,0.0,45386865672.66784,8688503753.129131,1302136511857.4468,0.0,11819.080099483755,495399875678.2864,450013010005.6185
latam,2034,0.0,250264.0000000003,0.0,30452435539.72289,0.0,8378054.26,313022728.4851177,14167536125544.512,311966138.6643819,0.0,885827934034.2863,701964918858.9944,107794600764.76292,0.0,15532979712.390217,4789969556.298128,809759519623.7573,0.0,19583.48259699224,76068414410.52893,60535434698.13872
seasia,2034,0.0,63747.20000000001,0.0,6955619372.879233,0.0,10027448.254999999,374822980.1656061,14814256694021.28,354497420.8923903,0.0,967577472076.3333,716639627075.5408,107970179673.1212,0.0,3764257574.172903,5656895676.65737,824609806748.662,0.0,17843.734132856633,142967665327.67126,139203407753.49835
russia,2034,191284.1661878188,0.0,34506555324.134605,0.0,5423949.908115147,3521325.665,135285420.13496557,11814567056678.547,145394040.36759275,1688257.7866504614,595981248878.596,582552776912.4408,70338955347.1063,25499765722.64884,0.0,5119124404.089969,644953577681.8533,7938154577.693806,26747.577225625948,-48972328803.257324,-31410717658.302288
mena,2034,0.0,233570.40000000008,0.0,40961761485.2544,0.0,10130278.405,327772522.78567266,17187623863593.303,256803577.15528628,388239.3874588372,1571694486033.897,865821622628.6055,269579777795.59433,0.0,21875648846.48825,4299571775.167963,1133248266714.6104,2153133709.589544,26976.152191552625,438446219319.2866,414417436763.2088
ssa,2034,0.0,428185.6000000007,0.0,12582702056.739391,0.0,35498695.25,1323388385.3887346,8052515871712.032,644989444.9014219,0.0,807879724089.048,310620805290.4559,48399446791.36002,0.0,8792508075.404297,4381203568.663195,359020252081.8159,0.0,5763.4547487528625,448859472007.23206,440066963931.82776
us,2035,987116.008457158,0.0,553408775926.8254,0.0,28297109.09838625,3444397.4,133489881.35422912,42476120329652.16,172078540.6129496,9430674.60660935,1778377968120.4243,2135671749476.777,243442944284.67255,410087395827.6012,0.0,11575755421.98489,2241720643299.733,137394050461.71637,70999.79148182356,-463342675179.3086,-190649329813.42377
oecd-ex-us,2035,1126925.7298091936,0.0,416183990062.0005,0.0,32787576.176904004,6187569.61,242643630.11048573,52607223549046.85,372582518.9132631,11871140.518813288,2010828351008.4014,2740720849787.333,287542050227.90326,309585125523.6102,0.0,11535889875.961266,2915524232357.175,112738667658.06229,50151.81450967642,-904695881348.7734,-707849423483.2255
china,2035,0.0,184675.19999999998,0.0,37722574629.24622,0.0,10215926.925,409974266.15204525,51514569856340.734,706157360.114769,0.0,1908603247754.451,2671493970495.7295,279053924002.29266,0.0,18062564552.636868,881183499810.2201,2950547894498.022,0.0,31276.301145481142,-1041944646743.571,-1060007211296.2079
india,2035,0.0,1205929.6000000006,0.0,82380303675.08832,0.0,31418357.835,1047996000.560184,20611226918369.566,854682226.533578,0.0,1782490083431.0674,1026729732802.097,296660415700.9763,0.0,46026493871.79087,8002046132.074623,1323390148503.0732,0.0,12322.993355349145,459099934927.99414,413073441056.20325
latam,2035,0.0,244707.2000000001,0.0,29785333118.949318,0.0,8201914.875,306609209.7721542,14216619169098.756,316107055.7161755,0.0,869978237899.7913,702799254104.1,107822319251.61821,0.0,15080181557.73565,4806560567.915808,810621573355.7181,0.0,20264.359012709418,59356664544.07312,44276482986.33747
seasia,2035,0.0,64851.99999999996,0.0,7078762511.287024,0.0,9839553.52,367999815.3946758,14938857153909.889,354683927.1157214,0.0,951551751582.4343,720252918983.154,108438890976.95494,0.0,3853944686.886457,5594462953.163973,828691809960.109,0.0,18489.90803605888,122859941622.32532,119005996935.43886
russia,2035,193294.26173364805,0.0,34869333504.49345,0.0,5484456.212633474,3460827.4450000003,133016292.8871557,11780384759967.496,147488647.57856315,1873270.6736280918,586829137757.2059,581728383118.1259,70104786039.99127,25772196899.31196,0.0,5049537790.548143,642960119482.1346,8873049675.98242,27548.40612633718,-56130981724.92871,-39231834501.599174
mena,2035,0.0,233767.19999999995,0.0,41021588195.85695,0.0,10029584.325,324741284.22874826,17571877078695.682,258957655.37550944,385992.0753781659,1558852447192.1636,880204734284.8636,276477218375.83215,0.0,22091019375.25246,4173739946.173542,1154530035833.4482,2151916827.2475743,27780.278584044616,404322411358.71533,380079475156.21533
ssa,2035,0.0,373404.8,0.0,10983305595.837189,0.0,35633242.665,1330110963.847645,8488648943832.925,666453512.0695443,0.0,814798485557.4253,324484090533.63196,50778593605.20358,0.0,7760180823.361233,4357451525.660287,375262684138.8356,0.0,6074.267840154052,439535801418.5897,431775620595.2285
us,2036,984531.278893633,0.0,551979379503.5273,0.0,28234051.21053512,3389982.21,131404534.34391499,42276186057812.78,174834236.63730785,10370688.478803223,1755362101986.045,2133548236660.599,242238986719.33344,409069476407.69196,0.0,11421373146.805857,2223521626774.8193,152265596605.11212,72078.62633090236,-468159524788.7744,-211355644986.19458
oecd-ex-us,2036,1106640.9941203396,0.0,408701786114.2252,0.0,32206666.57812289,6053100.4399999995,237396851.37694025,51894594763389.33,376282548.4070808,12927425.026333932,1974642295115.1377,2719568857523.506,282908041190.23206,304041798452.2355,0.0,11164019488.834097,2878737950924.535,123738947789.20343,51180.04164705318,-904095655809.3975,-723792805146.3655
china,2036,0.0,175407.19999999992,0.0,35834254677.41152,0.0,9813428.07,393917510.033774,50446941043707.68,696301361.3545514,0.0,1837460474101.3096,2636146055145.233,272113893188.78064,0.0,17103004252.344933,20273665852.006298,2908259948334.0137,0.0,32144.40856575911,-1070799474232.7041,-1087902478485.0491
india,2036,0.0,1151872.0,0.0,78744875170.02739,0.0,31033350.589999996,1036264603.1828531,20998605024223.78,859694137.7082295,0.0,1767159436327.7034,1040455726849.5753,302763930159.53955,0.0,44603178772.16469,8041505307.781868,1343219657009.1147,0.0,12843.215070404938,423939779318.5886,379336600546.42395
latam,2036,0.0,241956.79999999993,0.0,29459495560.011845,0.0,8029192.025,300311408.05083454,14249591057708.756,315393124.4191166,0.0,854296463571.628,703261165904.8232,107710204568.48022,0.0,14991531148.272186,4638326659.948665,810971370473.3035,0.0,20962.8420526122,43325093098.324585,28333561950.0524
seasia,2036,0.0,74600.00000000007,0.0,8145646795.090456,0.0,9655490.684999999,361312000.194344,15043613649938.994,359739107.8430681,0.0,935758859443.5968,723431686054.7526,108770442663.94084,0.0,4404250763.362721,5604016067.564905,832202128718.6934,0.0,19153.538279183922,103556730724.90344,99152479961.54073
russia,2036,191341.32698602742,0.0,34516659033.44059,0.0,5432605.88531669,3401879.0,130806979.41670023,11738464237640.162,147307924.28764325,2055378.4391135287,577872188859.7925,580685891861.6261,69826388838.46033,25515947388.146935,0.0,5203622124.811722,640687711609.6992,9824569090.387249,28366.993805910806,-62815522749.90674,-47124144452.14705
