region,year,stock,head,imm_head,investment,depreciation,writeoff,mig_in,mig_out,revaluation,charge_own,charge_imm,gdppc,net_own,net_total
oecd-ex-us,2045,48011756331726.016,352236842.48459834,21986831.31304419,1924393651582.3071,2545880714344.075,272665707148.6441,299473686163.6875,0.0,10103643474.825668,2602951380628.2314,215595040864.4864,61221.419268890946,-678557729045.9243,-594679083746.7231
china,2045,39863655617535.664,600884262.6446732,0.0,1293528391974.7134,2233512779914.214,231638858761.5504,0.0,13540887161.269241,15675536121.79322,2465151638675.764,0.0,40794.10266638937,-1171623246701.0508,-1185164133862.32
india,2045,24425332712386.773,914088848.682935,0.0,1736674049002.0845,1151528107494.4934,346311689209.5422,0.0,44544222518.36382,220237659329.88,1497839796704.0356,0.0,18316.274042381192,238834252298.04883,194290029779.685
latam,2045,14787660652687.3,314471452.9383751,0.0,802414274579.7068,707869351925.3796,111902328618.29175,0.0,13708700031.579206,4307186958.8012905,819771680543.6714,0.0,28090.096326601,-17357405963.9646,-31066105995.543808
seasia,2045,16085883835187.256,360580848.3415289,0.0,891180571443.3164,749632358794.8783,116221487555.73407,0.0,3745854249.054392,5580231624.979294,865853846350.6123,0.0,25961.96578634,25326725092.7041,21580870843.64971
russia,2045,11663654383129.688,148530776.1406248,3700482.6986708976,561181031446.6105,572096308170.1548,69622507748.6655,29317702257.369003,0.0,4822003837.296608,623639391424.9636,18079424493.85685,36577.15985382762,-62458359978.35315,-51220082214.840996
mena,2045,20846648530746.508,282871365.3636459,349966.16900290566,1554861965609.367,1011613245297.5865,327810921523.5693,0.0,21779806939.4588,4345496162.111091,1337495635356.1523,1928531465.0036426,36841.68644969097,217366330253.2146,193657991848.75217
ssa,2045,13277232423323.469,934017356.4374775,0.0,972955759231.237,489621773724.4733,74922969104.809,0.0,12161116765.051456,5271343280.02129,564544742829.2823,0.0,9970.312923898071,408411016401.9547,396249899636.90326
us,2046,42547548945010.21,179902912.73772022,19525319.718256384,1847195299147.364,2143886692763.4172,246575049211.30664,412027755763.5815,0.0,11287536740.420544,2096041296738.3901,294420445236.3341,83798.25851258238,-248845997591.02612,-131238687063.77875
oecd-ex-us,2046,47452928039528.36,349038259.15581024,22949106.240286723,1921315961940.4912,2523149003145.5156,268829004921.4637,302483668086.3182,0.0,9350085842.486765,2566581986362.2417,225396021704.73602,62429.23785253541,-645266024421.7505,-568178378040.1683
china,2046,38738520245021.195,588493523.0943102,0.0,1285859550154.5757,2186037601744.8987,225015476573.1978,0.0,15397126113.417194,15455281762.480717,2411053078318.0967,0.0,41853.00200737502,-1125193528163.521,-1140590654276.9382
india,2046,24612447232812.8,916987477.4862286,0.0,1726936482554.4036,1161535233600.6987,343608660337.8465,0.0,42573688364.03444,7895620174.214744,1505143893938.5452,0.0,19018.784879548366,221792588615.8584,179218900251.82397
latam,2046,14756123541715.707,313120473.0453007,0.0,794604703631.4062,706630540418.853,110397488819.52473,0.0,13349856245.04975,4236070880.4363613,817028029238.3778,0.0,28980.983561591496,-22423325606.971558,-35773181852.02131
seasia,2046,16106428787415.104,364854698.79997027,0.0,885286887815.4714,750947135959.4615,115207642962.19084,0.0,4076064714.5317087,5488908048.559888,866154778921.6523,0.0,26817.031377029933,19132108893.81909,15056044179.287384
russia,2046,11620975560910.662,148257533.5343583,3897327.8027819144,562470880666.5431,570594470169.821,68995663493.6303,29834620111.123985,0.0,4605810666.758685,620522359820.9178,19067773842.53358,37588.069492039314,-58051479154.374756,-47284632885.78435
mena,2046,21030880227749.543,284428858.2458222,344969.173547303,1553265194897.2085,1022618561124.9209,326877321452.22345,0.0,23949103987.578625,4411488670.548872,1347607881738.7817,1888000838.3625681,37855.814951741886,205657313158.42676,179820208332.48557
ssa,2046,13668720641111.305,959486115.1094222,0.0,981201414287.9684,506304869125.52216,76330442431.05298,0.0,12308383062.626556,5230498119.068873,582635311556.5752,0.0,10447.5954541405,398566102731.3932,386257719668.7666
us,2047,42440519378693.58,179932094.23095757,20413315.783768874,1847540841444.6536,2143225790389.566,245227263094.0279,423304149516.58527,0.0,10578496205.711884,2080550246789.287,307902806694.3068,85069.06304275487,-233009405344.63354,-117608062522.3551
oecd-ex-us,2047,46910784258869.61,352314028.46343315,23875248.84309054,1918059933911.6787,2500559440027.515,265038193684.16943,295661334055.5503,0.0,9732585085.746868,2530477476282.6973,235120157428.98987,63656.44684349634,-612417542371.0186,-551876365744.4581
china,2047,37659388984352.51,588054832.2734025,0.0,1277418060934.159,2138587547714.2812,218584661647.49826,0.0,14389512515.926285,15012400274.88489,2357172209361.7793,0.0,42932.47208081798,-1079754148427.6204,-1094143660943.5466
india,2047,24777882217481.14,919681233.6298014,0.0,1716442657619.0452,1171474374598.3872,341186296400.9388,0.0,45739700914.364746,7392698962.987086,1512660670999.326,0.0,19741.502619429262,203781986619.71924,158042285705.3545
latam,2047,14719806738385.414,311725153.68019587,0.0,786577948723.9105,705277309718.6793,109012209241.33734,0.0,12809883712.600975,4204650618.4132075,814289518960.0166,0.0,29892.800578146176,-27711570236.10608,-40521453948.707054
seasia,2047,16120102517171.746,364163371.35207206,0.0,879056312853.6099,752139066384.746,114317969719.48975,0.0,4352325557.325873,5426778564.595239,866457036104.2357,0.0,27692.981831348305,12599276749.374146,8246951192.048272
russia,2047,11581108714585.22,147990126.66484106,4088748.3631395935,564018057013.1012,569165487314.8243,68436695730.04586,29422197022.81623,0.0,4295082683.498649,617537699345.291,20064483699.57936,38619.74944856086,-53519642332.18982,-44161929008.95295
