region,year,stock,head,imm_head,investment,depreciation,writeoff,mig_in,mig_out,revaluation,charge_own,charge_imm,gdppc,net_own,net_total
us,2029,54003943867409.234,171400651.4481304,3774077.2297177645,2398317836508.31,2723118583139.9316,303020041312.8401,502101127285.2461,0.0,15182114928.082733,2964206546808.1377,61932077644.634605,64853.46001565609,-565888710299.8276,-125719660659.21616
oecd-ex-us,2029,67814967024024.99,387426511.0286184,5087325.642529353,2743381180784.023,3475880350106.394,368191953782.54254,428195095382.4521,0.0,14608486338.18206,3789880900671.586,54191403217.35035,44323.34507815357,-1046499719887.563,-672496027722.4612
china,2029,66042474338245.92,744989866.8142389,0.0,2899149812420.3257,3333336751535.6646,359411486243.9727,0.0,22127200805.855164,26019519595.63239,3692748237779.637,0.0,26429.915961202536,-793598425359.3115,-815725626165.1667
india,2029,19918330947460.2,804922509.6174788,0.0,2156732108879.92,1047475732164.5502,274696808090.61694,0.0,55132405800.3389,232262237755.70468,1322172540255.167,0.0,9532.379329332112,834559568624.7529,779427162824.4141
latam,2029,15687585202780.035,312581301.04755485,0.0,1140754104610.2695,801083008343.7936,118883032171.17653,0.0,21952065421.19617,5836314439.140219,919966040514.9701,0.0,16433.209741931896,220788064095.29944,198835998674.10327
seasia,2029,15957442088283.31,351051384.62470686,0.0,1256162329431.7039,799316775959.284,116639391145.69005,0.0,6127348630.239196,6415556911.621803,915956167104.9741,0.0,14864.373793171797,340206162326.72974,334078813696.49054
russia,2029,14694694474726.248,145369431.3047525,788946.8684586942,802832368199.204,734736120168.5391,86022340238.64911,33311746979.382854,0.0,6467444790.618569,816621885215.3633,4136575191.8246417,23000.90659669084,-13789517016.159302,15385654771.39891
mena,2029,17397303064320.871,240888687.5383607,412195.9140167369,1956287773636.5437,910970991803.9498,261145985438.28458,0.0,7730700408.317161,197392382747.46182,1168434896527.3232,3682080714.911108,23212.963919281494,787852877109.2205,776440095985.9922
ssa,2029,6393167032194.203,535810725.3552602,0.0,884249856022.2084,266184321796.26694,39512594962.773224,0.0,10406732595.898945,53211572481.414795,305696916759.04016,0.0,4393.567717593679,578552939263.1682,568146206667.2693
us,2030,53866313981991.51,171673992.0823647,4706906.758866999,2368319752427.74,2723366589929.3584,303476662371.4228,505934145891.3467,0.0,14959468563.979746,2944598582754.1387,82244669546.64282,65840.10188919432,-576278830326.3984,-152589353981.69458
oecd-ex-us,2030,67121104309823.23,385424359.7734961,6272177.251225639,2692006178731.5366,3458372076857.0156,364590574335.5168,422792153591.7632,0.0,14301604667.485228,3751879339794.8345,71083311397.69777,45255.29305182552,-1059873161063.2979,-708164318869.2324
china,2030,65156542001568.36,737332396.7192405,0.0,2769158951119.3857,3306871237585.342,353238089167.959,0.0,20808923526.74156,25826962483.10887,3660109326753.301,0.0,27195.727807779884,-890950375633.915,-911759299160.6566
india,2030,20661116213855.457,812569440.6706854,0.0,2141660764922.2444,1069097780114.3181,287738422796.3952,0.0,52662660213.147255,10623364596.881716,1356836202910.7134,0.0,9959.777508732528,784824562011.531,732161901798.3838
latam,2030,16087498515379.578,312799955.1427212,0.0,1123646528858.822,803113886997.223,122327151267.41794,0.0,21877944621.375816,223585766626.73566,925441038264.641,0.0,17030.323695723804,198205490594.18103,176327545972.8052
seasia,2030,16477662936094.205,352185041.93628347,0.0,1237644457187.8484,805328052431.6056,120693417337.13109,0.0,4314596708.034558,212912457099.80533,926021469768.7367,0.0,15427.68486150673,311622987419.1117,307308390711.07715
russia,2030,14914160689848.09,145577058.72535425,972241.6782324542,792020611461.0902,732995039967.4937,88392660689.21434,31772727303.065117,0.0,217060577014.3926,815964178697.4296,5423521959.278222,23716.746981368073,-23943567236.339355,2405638107.4475393
